Outcome,Metric,School Name,Score
Vision,Leadership Engages the Community,Mary Lyon Pilot High School,-
Vision,Leadership Engages the Community,Mel H. King South End Academy,-
Vision,Leadership Engages the Community,Mel H. King Elementary,-
Vision,Leadership Engages the Community,Mel H. King Middle,-
Vision,Leadership Engages the Community,Mel H. King Prep,-
Vision,Leadership Engages the Community,Lee Academy,-
Vision,Leadership Engages the Community,Madison Park Technical Vocational High School,25
Vision,Leadership Engages the Community,Muriel S. Snowden International School at Copley,50
Vision,Leadership Engages the Community,Maurice J. Tobin K-8 School,50
Vision,Leadership Engages the Community,Manassah E. Bradley Elementary School,100
Vision,Leadership Engages the Community,Mary Lyon K-8 School,62.5
Vision,Leadership Engages the Community,Mather Elementary School,62.5
Vision,Leadership Engages the Community,Mario Umana Academy,62.5
Vision,Leadership Engages the Community,Michael J. Perkins Elementary School,37.5
Vision,Leadership Engages the Community,"Martin Luther King, Jr. Elementary School",37.5
Vision,Leadership Engages the Community,Mildred Avenue K-8 School,75
Vision,Leadership Engages the Community,Margarita Muniz Academy,75
Vision,Leadership Engages the Community,New Mission High School,75
Vision,Leadership Engages the Community,Nathan Hale Elementary School,87.5
Vision,Leadership Engages the Community,Mattahunt Elementary School,87.5
Collaborative Culture,Staff Collaboration and Community,Mel H. King South End Academy,-
Collaborative Culture,Staff Collaboration and Community,Mel H. King Elementary,-
Collaborative Culture,Staff Collaboration and Community,Lee Academy,-
Collaborative Culture,Staff Collaboration and Community,Mary Lyon Pilot High School,-
Collaborative Culture,Staff Collaboration and Community,Mel H. King Middle,-
Collaborative Culture,Staff Collaboration and Community,Mel H. King Prep,-
Collaborative Culture,Staff Collaboration and Community,Madison Park Technical Vocational High School,50
Collaborative Culture,Staff Collaboration and Community,Mildred Avenue K-8 School,50
Collaborative Culture,Staff Collaboration and Community,Maurice J. Tobin K-8 School,62.5
Collaborative Culture,Staff Collaboration and Community,Mary Lyon K-8 School,62.5
Collaborative Culture,Staff Collaboration and Community,Mather Elementary School,62.5
Collaborative Culture,Staff Collaboration and Community,Michael J. Perkins Elementary School,37.5
Collaborative Culture,Staff Collaboration and Community,"Martin Luther King, Jr. Elementary School",37.5
Collaborative Culture,Staff Collaboration and Community,Muriel S. Snowden International School at Copley,37.5
Collaborative Culture,Staff Collaboration and Community,Mario Umana Academy,75
Collaborative Culture,Staff Collaboration and Community,Margarita Muniz Academy,75
Collaborative Culture,Staff Collaboration and Community,New Mission High School,75
Collaborative Culture,Staff Collaboration and Community,Manassah E. Bradley Elementary School,87.5
Collaborative Culture,Staff Collaboration and Community,Nathan Hale Elementary School,87.5
Collaborative Culture,Staff Collaboration and Community,Mattahunt Elementary School,87.5
Leveraging Effective Teachers,Leadership Supports Teachers,Mary Lyon Pilot High School,-
Leveraging Effective Teachers,Leadership Supports Teachers,Mel H. King Prep,-
Leveraging Effective Teachers,Leadership Supports Teachers,Mel H. King Elementary,-
Leveraging Effective Teachers,Leadership Supports Teachers,Mel H. King Middle,-
Leveraging Effective Teachers,Leadership Supports Teachers,Lee Academy,-
Leveraging Effective Teachers,Leadership Supports Teachers,Mel H. King South End Academy,-
Leveraging Effective Teachers,Leadership Supports Teachers,"Martin Luther King, Jr. Elementary School",50
Leveraging Effective Teachers,Leadership Supports Teachers,Maurice J. Tobin K-8 School,50
Leveraging Effective Teachers,Leadership Supports Teachers,Madison Park Technical Vocational High School,50
Leveraging Effective Teachers,Leadership Supports Teachers,Muriel S. Snowden International School at Copley,50
Leveraging Effective Teachers,Leadership Supports Teachers,Manassah E. Bradley Elementary School,100
Leveraging Effective Teachers,Leadership Supports Teachers,Mather Elementary School,62.5
Leveraging Effective Teachers,Leadership Supports Teachers,Mary Lyon K-8 School,62.5
Leveraging Effective Teachers,Leadership Supports Teachers,Michael J. Perkins Elementary School,37.5
Leveraging Effective Teachers,Leadership Supports Teachers,New Mission High School,75
Leveraging Effective Teachers,Leadership Supports Teachers,Mario Umana Academy,75
Leveraging Effective Teachers,Leadership Supports Teachers,Mildred Avenue K-8 School,75
Leveraging Effective Teachers,Leadership Supports Teachers,Margarita Muniz Academy,75
Leveraging Effective Teachers,Leadership Supports Teachers,Nathan Hale Elementary School,87.5
Leveraging Effective Teachers,Leadership Supports Teachers,Mattahunt Elementary School,87.5
Leveraging Effective Teachers,Rate of Returning Teachers,Lee Academy,-
Leveraging Effective Teachers,Rate of Returning Teachers,Mel H. King Elementary,-
Leveraging Effective Teachers,Rate of Returning Teachers,Mel H. King South End Academy,-
Leveraging Effective Teachers,Rate of Returning Teachers,Mel H. King Prep,-
Leveraging Effective Teachers,Rate of Returning Teachers,Mel H. King Middle,-
Leveraging Effective Teachers,Rate of Returning Teachers,Mary Lyon Pilot High School,-
Leveraging Effective Teachers,Rate of Returning Teachers,Mario Umana Academy,50
Leveraging Effective Teachers,Rate of Returning Teachers,Nathan Hale Elementary School,100
Leveraging Effective Teachers,Rate of Returning Teachers,Mary Lyon K-8 School,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,Maurice J. Tobin K-8 School,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,Madison Park Technical Vocational High School,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,New Mission High School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Margarita Muniz Academy,75
Leveraging Effective Teachers,Rate of Returning Teachers,Michael J. Perkins Elementary School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Mildred Avenue K-8 School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Mattahunt Elementary School,75
Leveraging Effective Teachers,Rate of Returning Teachers,"Martin Luther King, Jr. Elementary School",75
Leveraging Effective Teachers,Rate of Returning Teachers,Mather Elementary School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Muriel S. Snowden International School at Copley,75
Leveraging Effective Teachers,Rate of Returning Teachers,Manassah E. Bradley Elementary School,87.5
