Outcome,Metric,School Name,Score
Leveraging Effective Teachers,Leadership Supports Teachers,Shaw-Taylor Elementary School,50
Leveraging Effective Teachers,Leadership Supports Teachers,Rafael Hernandez Elementary School,50
Leveraging Effective Teachers,Leadership Supports Teachers,Thomas A. Edison Elementary School,50
Leveraging Effective Teachers,Leadership Supports Teachers,Roger Clap Innovation School,100
Leveraging Effective Teachers,Leadership Supports Teachers,The English High School,100
Leveraging Effective Teachers,Leadership Supports Teachers,Patrick J. Kennedy Elementary School,100
Leveraging Effective Teachers,Leadership Supports Teachers,Oliver Hazard Perry Elementary School,100
Leveraging Effective Teachers,Leadership Supports Teachers,Oliver W. Holmes Elementary School,62.5
Leveraging Effective Teachers,Leadership Supports Teachers,Samuel W. Mason Elementary School,62.5
Leveraging Effective Teachers,Leadership Supports Teachers,Phineas Bates Elementary School,62.5
Leveraging Effective Teachers,Leadership Supports Teachers,Samuel Adams Elementary School,62.5
Leveraging Effective Teachers,Leadership Supports Teachers,Philbrick-Sumner Elementary School,62.5
Leveraging Effective Teachers,Leadership Supports Teachers,Patrick F. Lyndon K-8 Pilot School,37.5
Leveraging Effective Teachers,Leadership Supports Teachers,Paul A. Dever Elementary School,37.5
Leveraging Effective Teachers,Leadership Supports Teachers,Sarah Greenwood K-8 School,75
Leveraging Effective Teachers,Leadership Supports Teachers,TechBoston Academy,87.5
Leveraging Effective Teachers,Rate of Returning Teachers,Rev. Dr. Michael E. Haynes Early Education Center,-
Leveraging Effective Teachers,Rate of Returning Teachers,Samuel W. Mason Elementary School,50
Leveraging Effective Teachers,Rate of Returning Teachers,Oliver Hazard Perry Elementary School,50
Leveraging Effective Teachers,Rate of Returning Teachers,Philbrick-Sumner Elementary School,50
Leveraging Effective Teachers,Rate of Returning Teachers,Roger Clap Innovation School,50
Leveraging Effective Teachers,Rate of Returning Teachers,Patrick J. Kennedy Elementary School,100
Leveraging Effective Teachers,Rate of Returning Teachers,Orchard Gardens K-8 School,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,Rafael Hernandez Elementary School,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,The English High School,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,Oliver W. Holmes Elementary School,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,Ruth Batson Academy,62.5
Leveraging Effective Teachers,Rate of Returning Teachers,Shaw-Taylor Elementary School,37.5
Leveraging Effective Teachers,Rate of Returning Teachers,Paul A. Dever Elementary School,37.5
Leveraging Effective Teachers,Rate of Returning Teachers,TechBoston Academy,75
Leveraging Effective Teachers,Rate of Returning Teachers,Patrick F. Lyndon K-8 Pilot School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Sarah Greenwood K-8 School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Samuel Adams Elementary School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Phineas Bates Elementary School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Thomas A. Edison Elementary School,75
Leveraging Effective Teachers,Rate of Returning Teachers,Richard J. Murphy K-8 School,87.5
