Outcome,Metric,School Name,Score
Culture of High Achievement,Challenging Academic Environment,Higginson (K-2) / Higginson/Lewis K-8,75
Culture of High Achievement,Challenging Academic Environment,Hugh R. O'Donnell Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Joseph P. Manning Elementary School,75
Culture of High Achievement,Challenging Academic Environment,James Otis Elementary School,75
Culture of High Achievement,Challenging Academic Environment,John F. Kennedy Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Joyce Kilmer K-8 School,75
Culture of High Achievement,Challenging Academic Environment,Harvard-Kent Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Joseph P. Tynan Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Joseph J. Hurley K-8 School,75
Safe & Conducive to Learning,Safety,James F. Condon K-8 School,43.8
Safe & Conducive to Learning,Safety,Horace Mann School for the Deaf & Hard of Hearing,-
Safe & Conducive to Learning,Safety,John Winthrop Elementary School,50
Safe & Conducive to Learning,Safety,Joseph Lee K-8 School,50
Safe & Conducive to Learning,Safety,John Eliot K-8 School,100
Safe & Conducive to Learning,Safety,Higginson (K-2) / Higginson/Lewis K-8,62.5
Safe & Conducive to Learning,Safety,Harvard-Kent Elementary School,62.5
Safe & Conducive to Learning,Safety,John D. O'Bryant School of Mathematics and Science,75
Safe & Conducive to Learning,Safety,John F. Kennedy Elementary School,75
Safe & Conducive to Learning,Safety,Joseph P. Manning Elementary School,75
Safe & Conducive to Learning,Safety,Joseph P. Tynan Elementary School,75
Safe & Conducive to Learning,Safety,Joyce Kilmer K-8 School,75
Safe & Conducive to Learning,Safety,James Otis Elementary School,87.5
Safe & Conducive to Learning,Safety,Henry Grew Elementary School,68.8
Safe & Conducive to Learning,Safety,Joseph J. Hurley K-8 School,68.8
Safe & Conducive to Learning,Safety,James J. Chittick Elementary School,81.3
Safe & Conducive to Learning,Safety,Hugh R. O'Donnell Elementary School,81.3
Safe & Conducive to Learning,Safety,Josiah Quincy Elementary School,81.3
Safe & Conducive to Learning,Safety,Josiah Quincy Upper School,56.3
Safe & Conducive to Learning,Safety,James W. Hennigan Elementary School,56.3
Engaged Students,Student Engagement and Enthusiasm,Horace Mann School for the Deaf & Hard of Hearing,-
Engaged Students,Student Engagement and Enthusiasm,Josiah Quincy Upper School,50
Engaged Students,Student Engagement and Enthusiasm,Joseph Lee K-8 School,50
Engaged Students,Student Engagement and Enthusiasm,Joyce Kilmer K-8 School,50
Engaged Students,Student Engagement and Enthusiasm,Joseph P. Manning Elementary School,62.5
Engaged Students,Student Engagement and Enthusiasm,John D. O'Bryant School of Mathematics and Science,62.5
Engaged Students,Student Engagement and Enthusiasm,James W. Hennigan Elementary School,62.5
Engaged Students,Student Engagement and Enthusiasm,John Winthrop Elementary School,62.5
Engaged Students,Student Engagement and Enthusiasm,Henry Grew Elementary School,62.5
Engaged Students,Student Engagement and Enthusiasm,Josiah Quincy Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,James J. Chittick Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Higginson (K-2) / Higginson/Lewis K-8,75
Engaged Students,Student Engagement and Enthusiasm,Joseph J. Hurley K-8 School,75
Engaged Students,Student Engagement and Enthusiasm,John F. Kennedy Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Hugh R. O'Donnell Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,James F. Condon K-8 School,75
Engaged Students,Student Engagement and Enthusiasm,Joseph P. Tynan Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,James Otis Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,John Eliot K-8 School,75
Engaged Students,Student Engagement and Enthusiasm,Harvard-Kent Elementary School,75
Welcoming & Encourages Social Growth,Family Engagement,Horace Mann School for the Deaf & Hard of Hearing,-
Welcoming & Encourages Social Growth,Family Engagement,Harvard-Kent Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,John Eliot K-8 School,100
Welcoming & Encourages Social Growth,Family Engagement,James Otis Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Josiah Quincy Upper School,100
Welcoming & Encourages Social Growth,Family Engagement,James W. Hennigan Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,John F. Kennedy Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Joseph P. Manning Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,John Winthrop Elementary School,37.5
Welcoming & Encourages Social Growth,Family Engagement,James J. Chittick Elementary School,75
Welcoming & Encourages Social Growth,Family Engagement,Joseph J. Hurley K-8 School,75
Welcoming & Encourages Social Growth,Family Engagement,Joyce Kilmer K-8 School,75
Welcoming & Encourages Social Growth,Family Engagement,Joseph P. Tynan Elementary School,75
Welcoming & Encourages Social Growth,Family Engagement,Henry Grew Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Hugh R. O'Donnell Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,John D. O'Bryant School of Mathematics and Science,87.5
Welcoming & Encourages Social Growth,Family Engagement,Josiah Quincy Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,James F. Condon K-8 School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Joseph Lee K-8 School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Higginson (K-2) / Higginson/Lewis K-8,81.3
Safe & Conducive to Learning,Suspensions,Horace Mann School for the Deaf & Hard of Hearing,-
Safe & Conducive to Learning,Suspensions,Joseph Lee K-8 School,25
Safe & Conducive to Learning,Suspensions,James W. Hennigan Elementary School,50
Safe & Conducive to Learning,Suspensions,James F. Condon K-8 School,50
Safe & Conducive to Learning,Suspensions,Josiah Quincy Upper School,50
Safe & Conducive to Learning,Suspensions,Joyce Kilmer K-8 School,50
Safe & Conducive to Learning,Suspensions,John Eliot K-8 School,62.5
Safe & Conducive to Learning,Suspensions,Higginson (K-2) / Higginson/Lewis K-8,75
Safe & Conducive to Learning,Suspensions,John D. O'Bryant School of Mathematics and Science,75
Safe & Conducive to Learning,Suspensions,Joseph J. Hurley K-8 School,75
