Outcome,Metric,School Name,Score
Sense of Inclusion,Staff Diversity,Patrick F. Lyndon K-8 Pilot School,43.8
Sense of Inclusion,Staff Diversity,Samuel Adams Elementary School,43.8
Sense of Inclusion,Staff Diversity,Oliver Hazard Perry Elementary School,43.8
Sense of Inclusion,Staff Diversity,Rev. Dr. Michael E. Haynes Early Education Center,-
Sense of Inclusion,Staff Diversity,Patrick J. Kennedy Elementary School,50
Sense of Inclusion,Staff Diversity,Rafael Hernandez Elementary School,50
Sense of Inclusion,Staff Diversity,Thomas A. Edison Elementary School,50
Sense of Inclusion,Staff Diversity,Phineas Bates Elementary School,50
Sense of Inclusion,Staff Diversity,Sarah Greenwood K-8 School,50
Sense of Inclusion,Staff Diversity,Ruth Batson Academy,100
Sense of Inclusion,Staff Diversity,Roger Clap Innovation School,62.5
Sense of Inclusion,Staff Diversity,Orchard Gardens K-8 School,62.5
Sense of Inclusion,Staff Diversity,Philbrick-Sumner Elementary School,87.5
Sense of Inclusion,Staff Diversity,Shaw-Taylor Elementary School,68.8
Sense of Inclusion,Staff Diversity,The English High School,68.8
Sense of Inclusion,Staff Diversity,Richard J. Murphy K-8 School,68.8
Sense of Inclusion,Staff Diversity,TechBoston Academy,81.3
Sense of Inclusion,Staff Diversity,Paul A. Dever Elementary School,56.3
Sense of Inclusion,Staff Diversity,Samuel W. Mason Elementary School,56.3
Sense of Inclusion,Staff Diversity,Oliver W. Holmes Elementary School,56.3
Engaged Students,Chronic Absenteeism,Philbrick-Sumner Elementary School,40.8
Engaged Students,Chronic Absenteeism,Rev. Dr. Michael E. Haynes Early Education Center,-
Engaged Students,Chronic Absenteeism,Oliver Hazard Perry Elementary School,50
Engaged Students,Chronic Absenteeism,Samuel W. Mason Elementary School,50
Engaged Students,Chronic Absenteeism,Orchard Gardens K-8 School,50
Engaged Students,Chronic Absenteeism,Samuel Adams Elementary School,50
Engaged Students,Chronic Absenteeism,Patrick F. Lyndon K-8 Pilot School,100
Engaged Students,Chronic Absenteeism,TechBoston Academy,100
Engaged Students,Chronic Absenteeism,Ruth Batson Academy,100
Engaged Students,Chronic Absenteeism,Phineas Bates Elementary School,100
Engaged Students,Chronic Absenteeism,Rafael Hernandez Elementary School,100
Engaged Students,Chronic Absenteeism,Thomas A. Edison Elementary School,100
Engaged Students,Chronic Absenteeism,Roger Clap Innovation School,100
Engaged Students,Chronic Absenteeism,Oliver W. Holmes Elementary School,100
Engaged Students,Chronic Absenteeism,Shaw-Taylor Elementary School,100
Engaged Students,Chronic Absenteeism,Richard J. Murphy K-8 School,100
Engaged Students,Chronic Absenteeism,Patrick J. Kennedy Elementary School,100
Engaged Students,Chronic Absenteeism,The English High School,100
Engaged Students,Chronic Absenteeism,Sarah Greenwood K-8 School,100
Engaged Students,Chronic Absenteeism,Paul A. Dever Elementary School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,TechBoston Academy,31.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Phineas Bates Elementary School,93.8
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Rev. Dr. Michael E. Haynes Early Education Center,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Oliver Hazard Perry Elementary School,100
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Paul A. Dever Elementary School,62.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Richard J. Murphy K-8 School,62.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Oliver W. Holmes Elementary School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Sarah Greenwood K-8 School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,The English High School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Samuel W. Mason Elementary School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Orchard Gardens K-8 School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Philbrick-Sumner Elementary School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Samuel Adams Elementary School,87.5
