Outcome,Metric,School Name,Score
Engaged Students,Chronic Absenteeism,Edward M. Kennedy Academy for Health Careers,100
Engaged Students,Chronic Absenteeism,Dennis C. Haley Elementary School,100
Engaged Students,Chronic Absenteeism,F. Lyman Winship Elementary School,100
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Harriet A. Baldwin Early Learning Pilot Academy,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Dr. Catherine Ellison - Rosa Parks Early Education School,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,East Boston Early Education Center,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Greater Egleston Community High School,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Excel High School,25
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Dennis C. Haley Elementary School,62.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Donald McKay K-8 School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,David A. Ellis Elementary School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,"Dearborn Science, Technology, Engineering and Mathematics Academy",75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Dr. William W. Henderson K-12 Inclusion School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Franklin D. Roosevelt Elementary School,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Edward Everett Elementary School,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,F. Lyman Winship Elementary School,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Dudley Street Neighborhood Charter School,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Edward M. Kennedy Academy for Health Careers,68.8
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Ellis Mendell Elementary School,68.8
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Fenway High School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Gardner Pilot Academy,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,George H. Conley Elementary School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,East Boston High School,81.3
Sense of Inclusion,Inclusive of Families and Community,Gardner Pilot Academy,79.2
Sense of Inclusion,Inclusive of Families and Community,David A. Ellis Elementary School,70.8
Sense of Inclusion,Inclusive of Families and Community,F. Lyman Winship Elementary School,79.2
Sense of Inclusion,Inclusive of Families and Community,George H. Conley Elementary School,83.3
Sense of Inclusion,Inclusive of Families and Community,Ellis Mendell Elementary School,70.8
Sense of Inclusion,Inclusive of Families and Community,Excel High School,29.2
Sense of Inclusion,Inclusive of Families and Community,"Dearborn Science, Technology, Engineering and Mathematics Academy",70.8
Sense of Inclusion,Inclusive of Families and Community,East Boston Early Education Center,-
Sense of Inclusion,Inclusive of Families and Community,Dr. Catherine Ellison - Rosa Parks Early Education School,-
Sense of Inclusion,Inclusive of Families and Community,Greater Egleston Community High School,-
Sense of Inclusion,Inclusive of Families and Community,Harriet A. Baldwin Early Learning Pilot Academy,-
Sense of Inclusion,Inclusive of Families and Community,Donald McKay K-8 School,62.5
Sense of Inclusion,Inclusive of Families and Community,Franklin D. Roosevelt Elementary School,75
Sense of Inclusion,Inclusive of Families and Community,Edward Everett Elementary School,75
Sense of Inclusion,Inclusive of Families and Community,Fenway High School,75
Sense of Inclusion,Inclusive of Families and Community,Dudley Street Neighborhood Charter School,81.3
Sense of Inclusion,Inclusive of Families and Community,Dennis C. Haley Elementary School,58.3
Sense of Inclusion,Inclusive of Families and Community,Edward M. Kennedy Academy for Health Careers,66.7
Sense of Inclusion,Inclusive of Families and Community,Dr. William W. Henderson K-12 Inclusion School,66.7
Sense of Inclusion,Inclusive of Families and Community,East Boston High School,66.7
Culture of High Achievement,Challenging Academic Environment,East Boston Early Education Center,-
Culture of High Achievement,Challenging Academic Environment,Greater Egleston Community High School,-
Culture of High Achievement,Challenging Academic Environment,Harriet A. Baldwin Early Learning Pilot Academy,-
Culture of High Achievement,Challenging Academic Environment,Dr. Catherine Ellison - Rosa Parks Early Education School,-
Culture of High Achievement,Challenging Academic Environment,Franklin D. Roosevelt Elementary School,50
Culture of High Achievement,Challenging Academic Environment,"Dearborn Science, Technology, Engineering and Mathematics Academy",50
Culture of High Achievement,Challenging Academic Environment,East Boston High School,50
Culture of High Achievement,Challenging Academic Environment,Gardner Pilot Academy,62.5
Culture of High Achievement,Challenging Academic Environment,David A. Ellis Elementary School,62.5
Culture of High Achievement,Challenging Academic Environment,Dennis C. Haley Elementary School,62.5
Culture of High Achievement,Challenging Academic Environment,Donald McKay K-8 School,62.5
Culture of High Achievement,Challenging Academic Environment,Excel High School,37.5
Culture of High Achievement,Challenging Academic Environment,Edward M. Kennedy Academy for Health Careers,75
Culture of High Achievement,Challenging Academic Environment,Ellis Mendell Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Dr. William W. Henderson K-12 Inclusion School,75
Culture of High Achievement,Challenging Academic Environment,Dudley Street Neighborhood Charter School,75
Culture of High Achievement,Challenging Academic Environment,Fenway High School,75
Culture of High Achievement,Challenging Academic Environment,F. Lyman Winship Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Edward Everett Elementary School,75
Culture of High Achievement,Challenging Academic Environment,George H. Conley Elementary School,87.5
Safe & Conducive to Learning,Safety,Harriet A. Baldwin Early Learning Pilot Academy,-
Safe & Conducive to Learning,Safety,Greater Egleston Community High School,-
Safe & Conducive to Learning,Safety,East Boston Early Education Center,-
Safe & Conducive to Learning,Safety,Dr. Catherine Ellison - Rosa Parks Early Education School,-
Safe & Conducive to Learning,Safety,Ellis Mendell Elementary School,50
Safe & Conducive to Learning,Safety,Dudley Street Neighborhood Charter School,50
Safe & Conducive to Learning,Safety,"Dearborn Science, Technology, Engineering and Mathematics Academy",50
Safe & Conducive to Learning,Safety,Dr. William W. Henderson K-12 Inclusion School,50
Safe & Conducive to Learning,Safety,Edward M. Kennedy Academy for Health Careers,62.5
Safe & Conducive to Learning,Safety,East Boston High School,62.5
Safe & Conducive to Learning,Safety,Franklin D. Roosevelt Elementary School,62.5
Safe & Conducive to Learning,Safety,Dennis C. Haley Elementary School,62.5
Safe & Conducive to Learning,Safety,Excel High School,37.5
Safe & Conducive to Learning,Safety,Fenway High School,75
Safe & Conducive to Learning,Safety,F. Lyman Winship Elementary School,75
Safe & Conducive to Learning,Safety,Edward Everett Elementary School,75
Safe & Conducive to Learning,Safety,George H. Conley Elementary School,75
Safe & Conducive to Learning,Safety,Donald McKay K-8 School,75
Safe & Conducive to Learning,Safety,Gardner Pilot Academy,56.3
Safe & Conducive to Learning,Safety,David A. Ellis Elementary School,56.3
Engaged Students,Student Engagement and Enthusiasm,Harriet A. Baldwin Early Learning Pilot Academy,-
Engaged Students,Student Engagement and Enthusiasm,Dr. Catherine Ellison - Rosa Parks Early Education School,-
Engaged Students,Student Engagement and Enthusiasm,Greater Egleston Community High School,-
Engaged Students,Student Engagement and Enthusiasm,East Boston Early Education Center,-
Engaged Students,Student Engagement and Enthusiasm,Edward M. Kennedy Academy for Health Careers,50
Engaged Students,Student Engagement and Enthusiasm,Gardner Pilot Academy,50
Engaged Students,Student Engagement and Enthusiasm,East Boston High School,50
Engaged Students,Student Engagement and Enthusiasm,Franklin D. Roosevelt Elementary School,50
Engaged Students,Student Engagement and Enthusiasm,Donald McKay K-8 School,50
Engaged Students,Student Engagement and Enthusiasm,"Dearborn Science, Technology, Engineering and Mathematics Academy",62.5
Engaged Students,Student Engagement and Enthusiasm,Dr. William W. Henderson K-12 Inclusion School,62.5
Engaged Students,Student Engagement and Enthusiasm,Dennis C. Haley Elementary School,62.5
Engaged Students,Student Engagement and Enthusiasm,Excel High School,37.5
Engaged Students,Student Engagement and Enthusiasm,George H. Conley Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Fenway High School,75
Engaged Students,Student Engagement and Enthusiasm,Ellis Mendell Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,F. Lyman Winship Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,David A. Ellis Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Dudley Street Neighborhood Charter School,75
Engaged Students,Student Engagement and Enthusiasm,Edward Everett Elementary School,75
Welcoming & Encourages Social Growth,Family Engagement,Greater Egleston Community High School,-
Welcoming & Encourages Social Growth,Family Engagement,Dr. Catherine Ellison - Rosa Parks Early Education School,-
Welcoming & Encourages Social Growth,Family Engagement,Harriet A. Baldwin Early Learning Pilot Academy,-
Welcoming & Encourages Social Growth,Family Engagement,East Boston Early Education Center,-
Welcoming & Encourages Social Growth,Family Engagement,Fenway High School,100
Welcoming & Encourages Social Growth,Family Engagement,Donald McKay K-8 School,100
Welcoming & Encourages Social Growth,Family Engagement,East Boston High School,100
Welcoming & Encourages Social Growth,Family Engagement,Dudley Street Neighborhood Charter School,100
Welcoming & Encourages Social Growth,Family Engagement,F. Lyman Winship Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Edward M. Kennedy Academy for Health Careers,100
Welcoming & Encourages Social Growth,Family Engagement,Franklin D. Roosevelt Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Gardner Pilot Academy,100
Welcoming & Encourages Social Growth,Family Engagement,Dr. William W. Henderson K-12 Inclusion School,62.5
Welcoming & Encourages Social Growth,Family Engagement,Dennis C. Haley Elementary School,75
Welcoming & Encourages Social Growth,Family Engagement,"Dearborn Science, Technology, Engineering and Mathematics Academy",75
Welcoming & Encourages Social Growth,Family Engagement,George H. Conley Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Edward Everett Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,David A. Ellis Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Ellis Mendell Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Excel High School,87.5
Safe & Conducive to Learning,Suspensions,Franklin D. Roosevelt Elementary School,12.5
Safe & Conducive to Learning,Suspensions,Dennis C. Haley Elementary School,12.5
Safe & Conducive to Learning,Suspensions,Greater Egleston Community High School,-
Safe & Conducive to Learning,Suspensions,Excel High School,25
Safe & Conducive to Learning,Suspensions,Dr. William W. Henderson K-12 Inclusion School,25
Safe & Conducive to Learning,Suspensions,Fenway High School,50
Safe & Conducive to Learning,Suspensions,"Dearborn Science, Technology, Engineering and Mathematics Academy",50
Safe & Conducive to Learning,Suspensions,Edward M. Kennedy Academy for Health Careers,50
Safe & Conducive to Learning,Suspensions,Donald McKay K-8 School,62.5
Safe & Conducive to Learning,Suspensions,Gardner Pilot Academy,62.5
Safe & Conducive to Learning,Suspensions,East Boston High School,75
